anchor_location,anchor_region,anchor_job_count,nearby_location,nearby_region,nearby_job_count,distance_miles,distance_method,max_distance_miles,display_location_policy,review_status
Birmingham,West Midlands - Birmingham & Solihull,31,Dudley,West Midlands - Black Country,1,7.8,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Birmingham,West Midlands - Birmingham & Solihull,31,Tipton,West Midlands - Black Country,2,7.8,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Birmingham,West Midlands - Birmingham & Solihull,31,Walsall,West Midlands - Black Country,1,8.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Birmingham,West Midlands - Birmingham & Solihull,31,Knowle,West Midlands - Birmingham & Solihull,1,9.8,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Birmingham,West Midlands - Birmingham & Solihull,31,Wolverhampton,West Midlands - Black Country,3,11.8,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Birmingham,West Midlands - Birmingham & Solihull,31,Tamworth,Staffordshire,1,13.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Birmingham,West Midlands - Birmingham & Solihull,31,Lichfield,Staffordshire,2,14.2,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bishop Auckland,North East - County Durham & Darlington/Hartlepool,1,Spennymoor,North East - County Durham & Darlington/Hartlepool,1,4.2,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bishop Auckland,North East - County Durham & Darlington/Hartlepool,1,Meadowfield,North East - County Durham & Darlington/Hartlepool,1,7.2,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bishop Auckland,North East - County Durham & Darlington/Hartlepool,1,Durham,North East - County Durham & Darlington/Hartlepool,6,9.3,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bishop Auckland,North East - County Durham & Darlington/Hartlepool,1,Darlington,North East - County Durham & Darlington/Hartlepool,4,10.4,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bishop Auckland,North East - County Durham & Darlington/Hartlepool,1,Chester Le Street,North East - County Durham & Darlington/Hartlepool,4,14.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bishop Auckland,North East - County Durham & Darlington/Hartlepool,1,Stanley,North East - County Durham & Darlington/Hartlepool,1,14.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bishop's Stortford,Hertfordshire,1,Harlow,Essex,1,6.8,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bishop's Stortford,Hertfordshire,1,Royston,Hertfordshire,1,14.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Blyth,"North East - Tyneside, Wearside & Northumberland",1,Cramlington,"North East - Tyneside, Wearside & Northumberland",1,4.1,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Blyth,"North East - Tyneside, Wearside & Northumberland",1,Hebburn,"North East - Tyneside, Wearside & Northumberland",2,10.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Blyth,"North East - Tyneside, Wearside & Northumberland",1,Newcastle Upon Tyne,"North East - Tyneside, Wearside & Northumberland",43,11.4,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Blyth,"North East - Tyneside, Wearside & Northumberland",1,Gateshead,"North East - Tyneside, Wearside & Northumberland",6,12.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Blyth,"North East - Tyneside, Wearside & Northumberland",1,Ryton,"North East - Tyneside, Wearside & Northumberland",1,14.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bognor Regis,Sussex,1,Chichester,Sussex,1,5.8,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bognor Regis,Sussex,1,Worthing,Sussex,1,13.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bognor Regis,Sussex,1,Havant,Hampshire,1,14.3,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bolton,Greater Manchester - Wigan & Bolton,7,Salford,Greater Manchester - Manchester & Salford,5,8.8,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bolton,Greater Manchester - Wigan & Bolton,7,Stretford,Greater Manchester - Manchester & Salford,1,10.4,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bolton,Greater Manchester - Wigan & Bolton,7,Manchester,Greater Manchester - Manchester & Salford,55,10.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bolton,Greater Manchester - Wigan & Bolton,7,Sale,Greater Manchester - South,2,11.8,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bolton,Greater Manchester - Wigan & Bolton,7,Altrincham,Greater Manchester - South,4,14.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bolton,Greater Manchester - Wigan & Bolton,7,Warrington,Cheshire - Warrington & Halton,3,14.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Borehamwood,London,3,Barnet,London,1,3.3,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Borehamwood,London,3,Bushey,London,1,3.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Borehamwood,London,3,Potters Bar,Hertfordshire,1,5.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Borehamwood,London,3,Watford,Hertfordshire,2,5.1,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Borehamwood,London,3,Harrow,London,3,5.8,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Borehamwood,London,3,St. Albans,Hertfordshire,1,7.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Borehamwood,London,3,Enfield,London,1,8.3,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Borehamwood,London,3,Kings Langley,Hertfordshire,1,8.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Borehamwood,London,3,Middlesex,London,6,8.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Borehamwood,London,3,Hemel Hempstead,Hertfordshire,4,10.1,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Borehamwood,London,3,Welwyn Garden City,Hertfordshire,1,10.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Borehamwood,London,3,Southall,London,1,10.8,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Borehamwood,London,3,Islington,London,1,11.1,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Borehamwood,London,3,Uxbridge,London,3,11.4,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Borehamwood,London,3,Brentford,London,2,11.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Borehamwood,London,3,Knightsbridge,London,1,11.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Borehamwood,London,3,London,London,220,12.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Borehamwood,London,3,Isleworth,London,3,12.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Borehamwood,London,3,Lambeth,London,1,13.1,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Borehamwood,London,3,Wandsworth,London,4,13.9,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Borehamwood,London,3,Chesham,Buckinghamshire,1,14.2,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Borehamwood,London,3,Berkhamsted,Hertfordshire,1,14.3,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Borehamwood,London,3,Amersham,Buckinghamshire,1,14.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Boston,Lincolnshire,1,Spalding,Lincolnshire,1,14.1,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bournemouth,Dorset,1,Poole,Dorset,1,4.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bournemouth,Dorset,1,Ringwood,Hampshire,3,9.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bracknell,Berkshire,4,Wokingham,Berkshire,1,3.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bracknell,Berkshire,4,Maidenhead,Berkshire,1,7.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bracknell,Berkshire,4,Windsor,Berkshire,1,8.1,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bracknell,Berkshire,4,Slough,Berkshire,2,9.4,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bracknell,Berkshire,4,Reading,Berkshire,7,9.9,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bracknell,Berkshire,4,Henley-on-thames,Oxfordshire,1,10.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bracknell,Berkshire,4,Chertsey,Surrey,1,10.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bracknell,Berkshire,4,Staines,Surrey,2,10.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bracknell,Berkshire,4,Marlow,Buckinghamshire,1,10.8,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bracknell,Berkshire,4,Aldershot,Hampshire,1,11.4,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bracknell,Berkshire,4,Shepperton,Surrey,1,13.1,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bracknell,Berkshire,4,Farnham,Surrey,1,13.9,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bracknell,Berkshire,4,Guildford,Surrey,1,14.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bracknell,Berkshire,4,Walton-on-thames,Surrey,1,14.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bracknell,Berkshire,4,High Wycombe,Buckinghamshire,6,14.9,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bracknell,Berkshire,4,Uxbridge,London,3,14.9,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bradford,Yorkshire - West,11,Pudsey,Yorkshire - West,1,3.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bradford,Yorkshire - West,11,Bingley,Yorkshire - West,1,5.2,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bradford,Yorkshire - West,11,Brighouse,Yorkshire - West,4,6.4,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bradford,Yorkshire - West,11,Batley,Yorkshire - West,1,7.9,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bradford,Yorkshire - West,11,Keighley,Yorkshire - West,1,8.1,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bradford,Yorkshire - West,11,Otley,Yorkshire - West,1,8.1,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bradford,Yorkshire - West,11,Leeds,Yorkshire - West,25,8.3,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bradford,Yorkshire - West,11,Dewsbury,Yorkshire - West,2,8.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bradford,Yorkshire - West,11,Huddersfield,Yorkshire - West,2,10.1,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bradford,Yorkshire - West,11,Wakefield,Yorkshire - West,9,12.9,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Brentford,London,2,Isleworth,London,3,1.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Brentford,London,2,Southall,London,1,3.1,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Brentford,London,2,Middlesex,London,6,3.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Brentford,London,2,Wandsworth,London,4,4.8,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Brentford,London,2,Kingston Upon Thames,London,1,5.1,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Brentford,London,2,Harrow,London,3,6.4,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Brentford,London,2,Knightsbridge,London,1,6.4,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Brentford,London,2,Morden,London,1,7.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Brentford,London,2,London,London,220,8.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Brentford,London,2,Walton-on-thames,Surrey,1,8.2,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Brentford,London,2,Lambeth,London,1,8.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Brentford,London,2,Chessington,London,1,8.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Brentford,London,2,Uxbridge,London,3,8.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Brentford,London,2,Shepperton,Surrey,1,8.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Brentford,London,2,Staines,Surrey,2,9.3,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Brentford,London,2,Islington,London,1,9.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Brentford,London,2,Carshalton,London,1,10.2,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Brentford,London,2,Sutton,London,2,10.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Brentford,London,2,Chertsey,Surrey,1,10.9,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Brentford,London,2,Epsom,Surrey,3,10.9,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Brentford,London,2,Bushey,London,1,11.1,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Brentford,London,2,Croydon,London,3,11.4,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Brentford,London,2,Borehamwood,London,3,11.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Brentford,London,2,Barnet,London,1,12.2,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Brentford,London,2,Watford,Hertfordshire,2,12.3,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Brentford,London,2,Slough,Berkshire,2,12.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Brentford,London,2,Windsor,Berkshire,1,12.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Brentford,London,2,Beckenham,London,1,13.3,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Brentford,London,2,Fetcham,Surrey,1,13.8,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Brentford,London,2,Tadworth,Surrey,1,13.8,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Brentford,London,2,Bromley,London,4,15.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Brentford,London,2,Enfield,London,1,15.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Brentwood,Essex,1,Upminster,London,1,5.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Brentwood,Essex,1,Hornchurch,London,1,5.9,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Brentwood,Essex,1,Dagenham,London,2,7.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Brentwood,Essex,1,Rainham,London,1,8.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Brentwood,Essex,1,Chelmsford,Essex,3,10.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Brentwood,Essex,1,Ilford,London,1,10.9,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Brentwood,Essex,1,Dartford,Kent,1,12.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Brentwood,Essex,1,Gravesend,Kent,2,12.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Brentwood,Essex,1,Harlow,Essex,1,13.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Brighouse,Yorkshire - West,4,Huddersfield,Yorkshire - West,2,3.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Brighouse,Yorkshire - West,4,Batley,Yorkshire - West,1,6.2,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Brighouse,Yorkshire - West,4,Bradford,Yorkshire - West,11,6.4,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Brighouse,Yorkshire - West,4,Dewsbury,Yorkshire - West,2,6.4,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Brighouse,Yorkshire - West,4,Pudsey,Yorkshire - West,1,8.1,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Brighouse,Yorkshire - West,4,Bingley,Yorkshire - West,1,10.3,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Brighouse,Yorkshire - West,4,Leeds,Yorkshire - West,25,11.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Brighouse,Yorkshire - West,4,Wakefield,Yorkshire - West,9,11.8,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Brighouse,Yorkshire - West,4,Keighley,Yorkshire - West,1,12.4,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Brighouse,Yorkshire - West,4,Otley,Yorkshire - West,1,14.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Brighton,Sussex,5,Hove,Sussex,1,1.2,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Brighton,Sussex,5,Worthing,Sussex,1,10.3,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Brinsworth,Yorkshire - South,1,Rotherham,Yorkshire - South,3,1.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Brinsworth,Yorkshire - South,1,Sheffield,Yorkshire - South,11,4.3,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Brinsworth,Yorkshire - South,1,Chesterfield,Derbyshire,1,11.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Brinsworth,Yorkshire - South,1,Doncaster,Yorkshire - South,7,12.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bristol,Bristol & Bath,33,Portishead,Bristol & Bath,1,7.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bristol,Bristol & Bath,33,Congresbury,Bristol & Bath,1,10.9,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bristol,Bristol & Bath,33,Bath,Bristol & Bath,2,11.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bromley,London,4,Beckenham,London,1,1.8,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bromley,London,4,Chislehurst,London,1,2.4,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bromley,London,4,Sidcup,London,1,4.1,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bromley,London,4,Croydon,London,3,5.2,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bromley,London,4,Carshalton,London,1,8.3,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bromley,London,4,Lambeth,London,1,8.3,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bromley,London,4,Dartford,Kent,1,9.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bromley,London,4,Morden,London,1,9.2,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bromley,London,4,London,London,220,9.3,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bromley,London,4,Knightsbridge,London,1,10.1,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bromley,London,4,Sutton,London,2,10.1,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bromley,London,4,Wandsworth,London,4,10.2,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bromley,London,4,Islington,London,1,10.3,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bromley,London,4,Oxted,Surrey,1,10.3,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bromley,London,4,Ilford,London,1,10.8,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bromley,London,4,Rainham,London,1,10.9,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bromley,London,4,Dagenham,London,2,11.9,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bromley,London,4,Sevenoaks,Kent,2,11.9,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bromley,London,4,Epsom,Surrey,3,13.4,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bromley,London,4,Tadworth,Surrey,1,13.4,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bromley,London,4,Kingston Upon Thames,London,1,13.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bromley,London,4,Hornchurch,London,1,13.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bromley,London,4,Redhill,Surrey,4,14.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Bromley,London,4,Chessington,London,1,14.1,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
