month,category,title,classification,reason,example_title,july_occurrences,days_present,first_seen,last_seen
2026-07,care_assistant_healthcare_assistant,wraparound care assistant,HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Wraparound Care Assistant,1,1,2026-07-01,2026-07-01
2026-07,care_assistant_healthcare_assistant,female mental health home care support worker,REVIEW_CONTEXT_DEPENDENT,Care wording is present but the complete title is not sufficiently specific.,Female Mental Health Home Care Support Worker,14,14,2026-07-01,2026-07-14
2026-07,residential_childcare_children_support,children's support worker,ELASTIC_FIT,"Direct children's support role, but residential setting is not always explicit.",Children's Support Worker,27,6,2026-07-01,2026-07-09
2026-07,residential_childcare_children_support,youth support worker,ELASTIC_FIT,"Direct children's support role, but residential setting is not always explicit.",Youth support worker,13,13,2026-07-01,2026-07-14
2026-07,residential_childcare_children_support,youth support worker (in school support),ELASTIC_FIT,"Direct children's support role, but residential setting is not always explicit.",Youth Support Worker (In School Support),13,13,2026-07-01,2026-07-14
2026-07,residential_childcare_children_support,youth support worker - witney,ELASTIC_FIT,"Direct children's support role, but residential setting is not always explicit.",Youth Support Worker - Witney,8,8,2026-07-07,2026-07-14
2026-07,residential_childcare_children_support,youth support worker - maidenhead,ELASTIC_FIT,"Direct children's support role, but residential setting is not always explicit.",Youth Support Worker - Maidenhead,7,7,2026-07-08,2026-07-14
2026-07,residential_childcare_children_support,children's support worker (weekends),ELASTIC_FIT,"Direct children's support role, but residential setting is not always explicit.",Children's Support Worker (Weekends),6,5,2026-07-01,2026-07-05
2026-07,residential_childcare_children_support,"youth support worker, primary school based",ELASTIC_FIT,"Direct children's support role, but residential setting is not always explicit.","Youth Support Worker, Primary School based",6,6,2026-07-09,2026-07-14
2026-07,residential_childcare_children_support,children's support worker- nights,ELASTIC_FIT,"Direct children's support role, but residential setting is not always explicit.",Children's Support Worker- Nights,5,5,2026-07-01,2026-07-05
2026-07,residential_childcare_children_support,youth support worker - wantage,ELASTIC_FIT,"Direct children's support role, but residential setting is not always explicit.",Youth Support Worker - Wantage,5,5,2026-07-10,2026-07-14
2026-07,residential_childcare_children_support,youth support worker - wokingham,ELASTIC_FIT,"Direct children's support role, but residential setting is not always explicit.",Youth Support Worker - Wokingham,5,5,2026-07-10,2026-07-14
2026-07,residential_childcare_children_support,residential child support worker,ELASTIC_FIT,"Direct children's support role, but residential setting is not always explicit.",Residential Child Support Worker,3,3,2026-07-01,2026-07-03
2026-07,residential_childcare_children_support,residential childrens support worker,ELASTIC_FIT,"Direct children's support role, but residential setting is not always explicit.",Residential Childrens Support Worker,3,3,2026-07-12,2026-07-14
2026-07,residential_childcare_children_support,complex needs residential childrens support worker,ELASTIC_FIT,"Direct children's support role, but residential setting is not always explicit.",complex needs Residential childrens support worker,2,2,2026-07-01,2026-07-02
2026-07,residential_childcare_children_support,night youth support worker,ELASTIC_FIT,"Direct children's support role, but residential setting is not always explicit.",Night Youth Support Worker,2,2,2026-07-01,2026-07-02
2026-07,residential_childcare_children_support,temporary to permanent- childrens support worker,ELASTIC_FIT,"Direct children's support role, but residential setting is not always explicit.",Temporary to Permanent- Childrens Support Worker,2,2,2026-07-02,2026-07-03
2026-07,residential_childcare_children_support,registered manager - childrens home,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Registered Manager - Childrens Home,161,14,2026-07-01,2026-07-14
2026-07,residential_childcare_children_support,childrens home registered manager,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Childrens Home Registered Manager,75,14,2026-07-01,2026-07-14
2026-07,residential_childcare_children_support,deputy manager childrens home,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Deputy Manager Childrens Home,69,14,2026-07-01,2026-07-14
2026-07,residential_childcare_children_support,ofsted registered manager (childrens home),HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Ofsted Registered Manager (Childrens home),56,14,2026-07-01,2026-07-14
2026-07,residential_childcare_children_support,registered children's home manager,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Registered Children's Home Manager,48,14,2026-07-01,2026-07-14
2026-07,residential_childcare_children_support,registered manager - children's home,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Registered Manager - Children's Home,38,14,2026-07-01,2026-07-14
2026-07,residential_childcare_children_support,senior children's residential support worker,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Senior Children's Residential Support Worker,35,12,2026-07-03,2026-07-14
2026-07,residential_childcare_children_support,deputy manager children's home,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Deputy Manager Children's Home,34,14,2026-07-01,2026-07-14
2026-07,residential_childcare_children_support,childrens home deputy manager,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Childrens Home Deputy Manager,23,14,2026-07-01,2026-07-14
2026-07,residential_childcare_children_support,senior residential childrens support worker,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Senior Residential Childrens Support Worker,20,11,2026-07-01,2026-07-14
2026-07,residential_childcare_children_support,children's home registered manager,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Children's Home Registered Manager,17,14,2026-07-01,2026-07-14
2026-07,residential_childcare_children_support,team leader - residential childrens home,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Team Leader - Residential Childrens Home,15,14,2026-07-01,2026-07-14
2026-07,residential_childcare_children_support,children's home deputy manager,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Children's Home Deputy Manager,14,14,2026-07-01,2026-07-14
2026-07,residential_childcare_children_support,children's home registered manager (4 bed home),HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Children's Home Registered Manager (4 bed home),14,14,2026-07-01,2026-07-14
2026-07,residential_childcare_children_support,deputy manager - children's residential home (learning disabilities),HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Deputy Manager - Children's Residential Home (Learning Disabilities),14,14,2026-07-01,2026-07-14
2026-07,residential_childcare_children_support,ofsted registered manager children's residential home (ebd),HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Ofsted Registered Manager Children's Residential Home (EBD),14,14,2026-07-01,2026-07-14
2026-07,residential_childcare_children_support,registered manager - children's home team,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Registered Manager - Children's Home Team,14,14,2026-07-01,2026-07-14
2026-07,residential_childcare_children_support,registered manager - therapeutic children's home,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Registered Manager - Therapeutic Children's Home,14,14,2026-07-01,2026-07-14
2026-07,residential_childcare_children_support,registered manager specialist children's home,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Registered Manager Specialist Children's Home,14,14,2026-07-01,2026-07-14
2026-07,residential_childcare_children_support,senior residential childcare support worker,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Senior Residential Childcare Support Worker,14,14,2026-07-01,2026-07-14
2026-07,residential_childcare_children_support,social worker - family support worker,HARD_PASS,Qualified professional role rather than residential childcare support.,Social Worker - Family Support Worker,14,14,2026-07-01,2026-07-14
2026-07,residential_childcare_children_support,team leader - children's residential care,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Team Leader - Children's Residential Care,14,14,2026-07-01,2026-07-14
2026-07,residential_childcare_children_support,team leader - children's home,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Team Leader - Children's Home,13,13,2026-07-02,2026-07-14
2026-07,residential_childcare_children_support,registered manager - residential childcare,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Registered Manager - Residential Childcare,12,12,2026-07-03,2026-07-14
2026-07,residential_childcare_children_support,ofstead registered manager children's residential home,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Ofstead Registered Manager Children's Residential Home,10,10,2026-07-01,2026-07-10
2026-07,residential_childcare_children_support,registered manager children's residential home,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Registered Manager Children's Residential Home,10,7,2026-07-08,2026-07-14
2026-07,residential_childcare_children_support,registered manager- childrens residential,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Registered Manager- Childrens Residential,10,10,2026-07-02,2026-07-14
2026-07,residential_childcare_children_support,deputy manager residential childcare,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Deputy Manager Residential Childcare,9,9,2026-07-06,2026-07-14
2026-07,residential_childcare_children_support,children's residential deputy manager,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Children's Residential Deputy Manager,7,7,2026-07-08,2026-07-14
2026-07,residential_childcare_children_support,childrens residential registered manager,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Childrens Residential Registered Manager,7,7,2026-07-08,2026-07-14
2026-07,residential_childcare_children_support,senior care worker childrens home,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Senior care worker childrens home,7,7,2026-07-08,2026-07-14
2026-07,residential_childcare_children_support,registered manager childrens home,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Registered Manager Childrens Home,6,6,2026-07-09,2026-07-14
2026-07,residential_childcare_children_support,childrens residential deputy manager,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Childrens Residential Deputy Manager,5,5,2026-07-01,2026-07-05
2026-07,residential_childcare_children_support,registered manager - brand new solo placement childrens home (ebd),HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Registered Manager - Brand New Solo Placement Childrens Home (EBD),5,5,2026-07-10,2026-07-14
2026-07,residential_childcare_children_support,deputy manager - specialist childrens home (ld/autism),HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Deputy Manager - Specialist Childrens Home (LD/Autism),3,3,2026-07-12,2026-07-14
2026-07,residential_childcare_children_support,ofsted registered manager childrens home,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Ofsted Registered Manager Childrens Home,3,3,2026-07-01,2026-07-03
2026-07,residential_childcare_children_support,senior residential children's support worker,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Senior Residential Children's Support Worker,2,2,2026-07-01,2026-07-02
2026-07,residential_childcare_children_support,senior/ residential child care worker,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Senior/ Residential Child Care Worker,2,2,2026-07-13,2026-07-14
2026-07,residential_childcare_children_support,childrens residential support worker,HIGH_CONFIDENCE,Complete title clearly describes direct residential childcare or children's-home support.,Childrens Residential Support Worker,143,14,2026-07-01,2026-07-14
2026-07,residential_childcare_children_support,residential childcare support worker (sessional/casual),HIGH_CONFIDENCE,Complete title clearly describes direct residential childcare or children's-home support.,Residential Childcare Support Worker (Sessional/Casual),52,14,2026-07-01,2026-07-14
2026-07,residential_childcare_children_support,children's residential support worker,HIGH_CONFIDENCE,Complete title clearly describes direct residential childcare or children's-home support.,Children's Residential Support Worker,38,14,2026-07-01,2026-07-14
2026-07,residential_childcare_children_support,residential childcare support worker,HIGH_CONFIDENCE,Complete title clearly describes direct residential childcare or children's-home support.,Residential Childcare Support Worker,38,14,2026-07-01,2026-07-14
2026-07,residential_childcare_children_support,residential support worker - children's home,HIGH_CONFIDENCE,Complete title clearly describes direct residential childcare or children's-home support.,Residential Support Worker - Children's Home,27,9,2026-07-01,2026-07-09
2026-07,residential_childcare_children_support,residential child care worker (sessional/casual),HIGH_CONFIDENCE,Complete title clearly describes direct residential childcare or children's-home support.,Residential Child Care Worker (Sessional/Casual),26,13,2026-07-01,2026-07-14
2026-07,residential_childcare_children_support,residential child care worker,HIGH_CONFIDENCE,Complete title clearly describes direct residential childcare or children's-home support.,Residential Child Care Worker,21,14,2026-07-01,2026-07-14
2026-07,residential_childcare_children_support,residential children's home support worker,HIGH_CONFIDENCE,Complete title clearly describes direct residential childcare or children's-home support.,Residential Children's Home Support Worker,14,14,2026-07-01,2026-07-14
2026-07,residential_childcare_children_support,childrens residential support worker (bank),HIGH_CONFIDENCE,Complete title clearly describes direct residential childcare or children's-home support.,Childrens Residential Support Worker (Bank),12,8,2026-07-03,2026-07-14
2026-07,residential_childcare_children_support,residential childcare support worker (casual),HIGH_CONFIDENCE,Complete title clearly describes direct residential childcare or children's-home support.,Residential Childcare Support Worker (Casual),12,9,2026-07-01,2026-07-09
2026-07,residential_childcare_children_support,waking night residential childcare support worker,HIGH_CONFIDENCE,Complete title clearly describes direct residential childcare or children's-home support.,Waking Night Residential Childcare Support Worker,11,8,2026-07-01,2026-07-08
2026-07,residential_childcare_children_support,secure children's home support worker,HIGH_CONFIDENCE,Complete title clearly describes direct residential childcare or children's-home support.,Secure Children's Home Support Worker,9,9,2026-07-06,2026-07-14
2026-07,residential_childcare_children_support,residential childcare worker,HIGH_CONFIDENCE,Complete title clearly describes direct residential childcare or children's-home support.,Residential Childcare Worker,3,3,2026-07-01,2026-07-10
2026-07,residential_childcare_children_support,residential support worker (experience in children's home) (kent full time),HIGH_CONFIDENCE,Complete title clearly describes direct residential childcare or children's-home support.,Residential support worker (experience in children's home) (Kent full time),2,2,2026-07-06,2026-07-08
2026-07,residential_childcare_children_support,open evening in person - childrens residential support worker,HIGH_CONFIDENCE,Complete title clearly describes direct residential childcare or children's-home support.,Open Evening In Person - Childrens Residential Support Worker,1,1,2026-07-09,2026-07-09
2026-07,residential_childcare_children_support,family support worker,REVIEW_CONTEXT_DEPENDENT,Children/family support wording is present without clear residential role meaning.,Family Support Worker,38,14,2026-07-01,2026-07-14
2026-07,residential_childcare_children_support,residential childcare tutor,REVIEW_CONTEXT_DEPENDENT,Children/family support wording is present without clear residential role meaning.,Residential Childcare Tutor,7,7,2026-07-08,2026-07-14
2026-07,residential_childcare_children_support,children's residential care worker,REVIEW_CONTEXT_DEPENDENT,Children/family support wording is present without clear residential role meaning.,Children's Residential Care Worker,5,5,2026-07-10,2026-07-14
2026-07,residential_childcare_children_support,fostering family support worker,REVIEW_CONTEXT_DEPENDENT,Children/family support wording is present without clear residential role meaning.,Fostering Family Support Worker,3,3,2026-07-12,2026-07-14
2026-07,residential_childcare_children_support,family support worker - referral & assessment,REVIEW_CONTEXT_DEPENDENT,Children/family support wording is present without clear residential role meaning.,Family Support Worker - Referral & Assessment,2,2,2026-07-01,2026-07-02
2026-07,residential_childcare_children_support,"family support worker, barnsley council",REVIEW_CONTEXT_DEPENDENT,Children/family support wording is present without clear residential role meaning.,"Family Support Worker, Barnsley Council",2,2,2026-07-01,2026-07-02
2026-07,teaching_sen_learning_support,behaviour mentor,ELASTIC_FIT,Adjacent pupil-learning support role suitable for exploratory testing.,Behaviour Mentor,28,14,2026-07-01,2026-07-14
2026-07,teaching_sen_learning_support,behaviour and learning mentor,ELASTIC_FIT,Adjacent pupil-learning support role suitable for exploratory testing.,Behaviour and Learning mentor,14,14,2026-07-01,2026-07-14
2026-07,teaching_sen_learning_support,behaviour learning mentor,ELASTIC_FIT,Adjacent pupil-learning support role suitable for exploratory testing.,Behaviour Learning Mentor,14,14,2026-07-01,2026-07-14
2026-07,teaching_sen_learning_support,psychology graduate learning mentor,ELASTIC_FIT,Adjacent pupil-learning support role suitable for exploratory testing.,Psychology Graduate Learning Mentor,14,14,2026-07-01,2026-07-14
2026-07,teaching_sen_learning_support,graduate behaviour mentor - reading,ELASTIC_FIT,Adjacent pupil-learning support role suitable for exploratory testing.,Graduate Behaviour Mentor - Reading,8,8,2026-07-01,2026-07-08
2026-07,teaching_sen_learning_support,sen teaching assistant -aspiring educational psychologist,HARD_PASS,"Qualified teacher, tutor or education specialist rather than classroom support.",SEN Teaching Assistant -Aspiring Educational Psychologist,5,5,2026-07-10,2026-07-14
2026-07,teaching_sen_learning_support,psychology graduate sen teaching assistant,HIGH_CONFIDENCE,"Complete title clearly describes teaching, SEN or classroom-assistant support.",Psychology Graduate SEN Teaching Assistant,27,14,2026-07-01,2026-07-14
2026-07,teaching_sen_learning_support,reception teaching assistant,HIGH_CONFIDENCE,"Complete title clearly describes teaching, SEN or classroom-assistant support.",Reception Teaching Assistant,22,14,2026-07-01,2026-07-14
2026-07,teaching_sen_learning_support,11 sen support assistant - asd & adhd,HIGH_CONFIDENCE,"Complete title clearly describes teaching, SEN or classroom-assistant support.",11 SEN Support Assistant - ASD & ADHD,14,14,2026-07-01,2026-07-14
2026-07,teaching_sen_learning_support,russell group teaching assistant,HIGH_CONFIDENCE,"Complete title clearly describes teaching, SEN or classroom-assistant support.",Russell Group Teaching Assistant,14,14,2026-07-01,2026-07-14
2026-07,teaching_sen_learning_support,send teaching assistant,HIGH_CONFIDENCE,"Complete title clearly describes teaching, SEN or classroom-assistant support.",SEND Teaching Assistant,14,14,2026-07-01,2026-07-14
2026-07,teaching_sen_learning_support,social science graduate teaching assistant,HIGH_CONFIDENCE,"Complete title clearly describes teaching, SEN or classroom-assistant support.",Social Science Graduate Teaching Assistant,13,13,2026-07-02,2026-07-14
2026-07,teaching_sen_learning_support,special needs assistant / sen teaching assistant,HIGH_CONFIDENCE,"Complete title clearly describes teaching, SEN or classroom-assistant support.",Special Needs Assistant / SEN Teaching Assistant,13,13,2026-07-01,2026-07-14
2026-07,teaching_sen_learning_support,roma speaking teaching assistant and school administrator,HIGH_CONFIDENCE,"Complete title clearly describes teaching, SEN or classroom-assistant support.",Roma Speaking Teaching Assistant and School Administrator,12,12,2026-07-03,2026-07-14
2026-07,teaching_sen_learning_support,sen teaching assistant,HIGH_CONFIDENCE,"Complete title clearly describes teaching, SEN or classroom-assistant support.",SEN Teaching Assistant,12,12,2026-07-01,2026-07-14
2026-07,teaching_sen_learning_support,reception class teaching assistant,HIGH_CONFIDENCE,"Complete title clearly describes teaching, SEN or classroom-assistant support.",Reception Class Teaching Assistant,11,11,2026-07-04,2026-07-14
2026-07,teaching_sen_learning_support,ellesmere port teaching assistant,HIGH_CONFIDENCE,"Complete title clearly describes teaching, SEN or classroom-assistant support.",Ellesmere Port Teaching Assistant,10,10,2026-07-01,2026-07-10
2026-07,teaching_sen_learning_support,russell group graduate teaching assistant,HIGH_CONFIDENCE,"Complete title clearly describes teaching, SEN or classroom-assistant support.",Russell Group Graduate Teaching Assistant,10,10,2026-07-05,2026-07-14
2026-07,teaching_sen_learning_support,cannock area teaching assistant roles!,HIGH_CONFIDENCE,"Complete title clearly describes teaching, SEN or classroom-assistant support.",Cannock area teaching assistant roles!,9,9,2026-07-01,2026-07-09
2026-07,teaching_sen_learning_support,psychology graduate - sen teaching assistant,HIGH_CONFIDENCE,"Complete title clearly describes teaching, SEN or classroom-assistant support.",Psychology Graduate - SEN Teaching Assistant,7,7,2026-07-08,2026-07-14
2026-07,teaching_sen_learning_support,teaching assistant co-ordinator,HIGH_CONFIDENCE,"Complete title clearly describes teaching, SEN or classroom-assistant support.",Teaching Assistant Co-ordinator,7,7,2026-07-08,2026-07-14
2026-07,teaching_sen_learning_support,classroom assistant (special educational needs),HIGH_CONFIDENCE,"Complete title clearly describes teaching, SEN or classroom-assistant support.",Classroom Assistant (Special Educational Needs),6,6,2026-07-02,2026-07-07
2026-07,teaching_sen_learning_support,healthcare/learning support assistant,HIGH_CONFIDENCE,"Complete title clearly describes teaching, SEN or classroom-assistant support.",Healthcare/Learning Support Assistant,6,6,2026-07-09,2026-07-14
2026-07,teaching_sen_learning_support,inclusion teaching assistant,HIGH_CONFIDENCE,"Complete title clearly describes teaching, SEN or classroom-assistant support.",Inclusion Teaching Assistant,4,4,2026-07-11,2026-07-14
2026-07,teaching_sen_learning_support,11 sen learning support assistant,HIGH_CONFIDENCE,"Complete title clearly describes teaching, SEN or classroom-assistant support.",11 SEN Learning Support Assistant,3,3,2026-07-12,2026-07-14
2026-07,teaching_sen_learning_support,learning support assistant + personal care assistant,HIGH_CONFIDENCE,"Complete title clearly describes teaching, SEN or classroom-assistant support.",Learning Support Assistant + Personal Care Assistant,3,3,2026-07-01,2026-07-03
2026-07,teaching_sen_learning_support,psychology graduate - sen support role,REVIEW_CONTEXT_DEPENDENT,Education-support wording is present but the role meaning remains ambiguous.,Psychology Graduate - SEN Support Role,14,14,2026-07-01,2026-07-14
2026-07,teaching_sen_learning_support,administrator / sen administrator (send support),REVIEW_CONTEXT_DEPENDENT,Education-support wording is present but the role meaning remains ambiguous.,Administrator / SEN Administrator (SEND Support),13,13,2026-07-01,2026-07-14
2026-07,teaching_sen_learning_support,learning support worker,REVIEW_CONTEXT_DEPENDENT,Education-support wording is present but the role meaning remains ambiguous.,Learning Support Worker,13,13,2026-07-02,2026-07-14
2026-07,teaching_sen_learning_support,learning support coach for apprentices,REVIEW_CONTEXT_DEPENDENT,Education-support wording is present but the role meaning remains ambiguous.,Learning Support Coach for Apprentices,12,12,2026-07-01,2026-07-12
2026-07,teaching_sen_learning_support,send learning support worker - lewisham college,REVIEW_CONTEXT_DEPENDENT,Education-support wording is present but the role meaning remains ambiguous.,SEND Learning Support Worker - Lewisham College,12,12,2026-07-03,2026-07-14
2026-07,teaching_sen_learning_support,send support worker,REVIEW_CONTEXT_DEPENDENT,Education-support wording is present but the role meaning remains ambiguous.,SEND Support Worker,6,6,2026-07-09,2026-07-14
2026-07,teaching_sen_learning_support,sen support worker,REVIEW_CONTEXT_DEPENDENT,Education-support wording is present but the role meaning remains ambiguous.,SEN Support Worker,3,3,2026-07-09,2026-07-11
2026-07,warehouse_logistics_operative,warehouse administrator,HARD_PASS,Logistics/warehouse office or specialist role rather than operative work.,Warehouse Administrator,17,13,2026-07-01,2026-07-14
2026-07,warehouse_logistics_operative,warehouse hygienist,REVIEW_CONTEXT_DEPENDENT,Warehouse/logistics wording is present but operative role meaning is ambiguous.,Warehouse Hygienist,5,5,2026-07-08,2026-07-14
2026-07,warehouse_logistics_operative,despatch administrator - temporary maternity cover,REVIEW_CONTEXT_DEPENDENT,Warehouse/logistics wording is present but operative role meaning is ambiguous.,Despatch Administrator - Temporary Maternity Cover,1,1,2026-07-01,2026-07-01
2026-07,warehouse_logistics_operative,warehouse/stock administrator,REVIEW_CONTEXT_DEPENDENT,Warehouse/logistics wording is present but operative role meaning is ambiguous.,Warehouse/Stock Administrator,1,1,2026-07-01,2026-07-01
